DateTime,GS_data,VBR_data,SPGI_data,MTB_data,CTAS_data,IJJ_data,IJK_data,MDY_data,HD_data,CLX_data,XLF_data,TVIX_data,SOXL_data,PXJ_data,GASL_data,XBI_data,SSO_data,AMGN_data,UVXY_data,VHT_data,LRCX_data,IYT_data,SDS_data,ISRG_data,TZA_data,VO_data,UPRO_data,SOXX_data,ITA_data,LQD_data,NFLX_data,IFF_data,NEE_data,SBUX_data,MCK_data,IWN_data,IWO_data,VTI_data,IEI_data,SNA_data,AMZA_data,AVGO_data,ROP_data,IVW_data,IVV_data,SOXS_data,NOC_data,AVB_data,SQQQ_data,IHI_data,IWD_data,PSA_data,IJT_data,QLD_data,SPAB_data,TECL_data,AGG_data,GOOG_data,BXP_data,VCR_data,MUB_data,ACN_data,SPY_data,SUB_data,JNJ_data,JNK_data,CHTR_data,TDG_data,TNA_data,UNH_data,SVXY_data,IBB_data,VB_data,STZ_data,ZBH_data,CMCSA_data,TMO_data,VBK_data,COO_data,BDX_data,CTXS_data,IWB_data,IJS_data,IJR_data,LMT_data,ECL_data,ANTM_data,IWV_data,APD_data,EBAY_data,VOT_data,XRT_data,VIOG_data,TRV_data,FRT_data,TECS_data,ARNC_data,IGIB_data,NVDA_data,TLH_data,RRC_data,SBAC_data,IYC_data,IUSG_data,KMB_data,VGT_data,GWW_data,BBH_data,APTV_data,IWF_data,IBM_data,MSFT_data,UHS_data,PPG_data,HON_data,IYH_data,AAPL_data,SRTY_data,SHV_data,INTU_data,SHW_data,VOO_data,IWM_data,FAZ_data,IGV_data,SPXS_data,EQIX_data,ADS_data,SPXL_data,ONEQ_data,SDOW_data,RYH_data,VUG_data,IYW_data,VOOG_data,CMI_data,ESS_data,IJH_data,AYI_data,HUM_data,DRI_data,DHR_data,TIP_data,DIA_data,FDX_data,TQQQ_data,AGZ_data,VAR_data,EXPE_data,VIOO_data,WLTW_data,ITOT_data,PXD_data,VDC_data,ROST_data,QID_data,GOOGL_data,CXO_data,WHR_data,HII_data,URTY_data,MLM_data,ERUS_data,RTN_data,UDOW_data,BLK_data,MCD_data,ZROZ_data,AGN_data,IEF_data,FINZ_data,AMZN_data,VONG_data,QQQ_data,IGSB_data,FAST_data,AAP_data,TLT_data,GVI_data,IHF_data,SPXU_data
20180405,247.93,125.75,186.42,178.95,168.13,151.02,215.12,335.62,171.5,123.33,26.87,930.0,141.69,8.6781,86.2782,85.34,105.88,163.38,91.5,149.21,187.3,183.93,39.14,406.12,56.32,150.68,44.02,172.56,196.92,109.44,293.97,132.97,157.02,56.78,139.72,119.47,189.38,132.18,115.71,143.62,4.9908,222.04,272.42,152.04,257.7,123.13,350.05,157.33,69.93,184.53,115.63,189.03,173.31,76.31,26.53,114.69,101.21,1027.81,116.1,157.79,103.52,146.46,256.87,101.71,124.56,97.58,317.02,277.67,68.48,223.0,46.76,103.79,143.97,223.17,106.87,33.37,210.84,162.37,223.46,215.4,91.13,143.11,148.87,76.17,331.31,138.7,226.13,152.56,157.36,39.43,127.9,44.05,148.48,133.72,111.83,28.43,22.72,50.02,220.04,125.44,14.2597,171.19,181.07,53.5,103.15,167.59,283.05,116.92,84.15,134.41,140.54,89.91,120.85,108.38,135.34,168.42,168.01,29.4,106.26,169.07,390.67,235.61,149.94,54.36,170.52,28.13,398.68,204.37,41.32,270.53,72.76,177.46,139.84,166.17,136.91,153.96,229.88,183.48,132.13,283.66,81.87,98.28,107.74,235.58,235.32,47.96,106.76,120.47,108.03,138.43,144.7,58.77,170.81,130.65,78.37,46.75,1032.64,138.84,143.67,254.15,80.79,204.79,32.41,211.22,86.98,512.33,157.12,106.2,159.91,98.41,7.4915,1451.75,137.79,158.26,49.19,26.14,116.08,114.46,103.68,154.79,42.16
20180406,242.27,123.44,184.04,174.28,163.27,147.9,211.0,329.06,167.02,121.68,26.23,1034.0,128.76,8.4802,79.2168,82.77,101.2,159.72,99.6,145.56,183.11,178.52,40.86,396.55,59.56,147.44,41.12,167.34,192.11,109.77,288.85,130.13,155.82,56.01,136.88,117.35,185.65,129.4,116.01,140.11,4.8907,215.05,265.19,148.44,252.0,134.63,341.97,157.11,75.13,179.96,113.27,187.08,170.16,72.63,26.59,106.31,101.44,1007.04,114.86,154.51,103.73,142.41,251.14,101.77,122.07,97.41,310.67,273.58,64.63,218.02,45.52,100.67,141.19,220.51,103.75,32.91,204.57,159.05,217.89,210.87,90.21,140.06,146.25,74.8,319.85,137.26,220.3,149.31,153.38,38.51,124.87,43.3,145.73,131.76,109.47,30.54,22.19,50.12,212.95,126.27,13.7196,169.23,177.4,52.25,102.39,163.54,276.21,113.34,82.11,131.33,137.38,87.81,117.7,106.16,131.96,164.13,163.71,31.08,106.26,164.99,379.74,230.42,146.95,57.81,166.79,30.01,392.37,200.3,38.61,263.97,77.95,172.51,136.63,162.22,133.54,149.67,230.71,179.83,130.76,280.15,82.05,95.74,108.17,230.02,228.7,44.38,106.98,117.64,105.52,135.89,142.41,57.53,166.55,129.36,76.09,49.07,1009.95,132.85,139.82,249.59,76.37,199.05,31.68,207.87,80.97,494.75,154.53,107.76,156.41,98.84,8.1223,1405.23,134.73,154.3,49.22,25.23,111.61,115.71,103.95,151.76,44.96
20180409,244.42,123.18,184.48,175.38,164.18,147.91,211.21,329.24,165.16,121.17,26.37,1039.0,131.12,8.4901,79.2665,84.98,102.03,161.12,100.0,147.11,185.48,178.02,40.54,405.65,59.51,147.71,41.62,168.4,191.58,109.82,289.93,130.65,155.23,56.36,137.2,116.97,186.35,129.84,116.0,139.58,4.8836,220.57,265.42,149.17,253.09,132.07,337.95,156.56,73.65,181.66,113.73,187.58,169.89,73.48,26.6,108.56,101.52,1015.45,114.06,154.16,103.69,143.25,252.38,101.75,123.39,97.77,316.51,270.76,64.65,216.83,45.24,102.5,141.21,219.56,104.75,32.74,208.54,159.46,219.74,212.73,90.68,140.55,145.73,74.6,321.04,137.72,218.43,149.81,153.64,38.3,125.23,43.04,145.52,131.74,109.19,29.89,22.42,50.14,214.11,126.26,13.6803,171.08,176.98,52.44,102.16,164.65,276.17,114.56,81.96,131.73,139.31,88.34,118.35,106.38,132.04,165.84,165.34,31.06,106.28,167.06,383.09,231.36,147.12,57.26,167.99,29.65,394.81,200.85,39.06,265.15,77.44,174.18,137.09,163.4,134.18,148.35,229.76,179.94,128.41,281.4,82.35,96.68,108.15,230.6,228.73,45.27,106.97,118.2,105.22,135.61,142.26,57.68,167.76,129.21,75.59,48.49,1020.09,132.6,138.19,250.4,76.26,196.48,27.75,209.13,81.49,495.91,154.51,107.95,156.76,98.86,7.6097,1406.08,135.1,155.38,49.23,25.23,110.05,115.9,103.96,151.86,44.49
20180410,248.67,125.2,188.16,178.83,166.78,150.45,214.46,334.44,166.1,120.24,26.77,990.0,143.72,8.9848,89.0132,88.33,105.32,164.46,96.1,149.85,192.25,179.85,39.23,418.7,56.17,150.02,43.6,173.78,193.31,109.85,298.07,131.76,154.91,57.04,140.3,119.13,189.9,131.95,115.85,141.04,5.0194,225.28,270.43,151.84,257.2,119.4,337.13,157.86,68.93,185.24,115.4,188.18,172.85,76.71,26.55,116.45,101.45,1031.64,115.33,156.09,103.68,146.93,256.39,101.8,124.12,98.12,308.24,273.47,68.24,220.78,45.92,105.32,143.67,219.42,105.83,32.65,214.16,162.43,223.25,218.85,91.81,142.83,148.76,76.02,324.34,139.08,220.47,152.28,156.48,39.0,127.37,43.94,148.1,132.35,109.45,27.63,22.67,50.13,226.53,126.15,14.515,162.59,178.65,53.38,102.26,168.7,281.35,116.85,84.27,134.07,141.78,90.39,119.26,107.1,134.63,168.75,168.45,29.33,106.27,168.95,382.16,235.17,149.9,55.24,171.5,28.21,390.97,204.87,41.02,270.7,73.27,177.11,139.55,167.54,136.58,153.48,230.3,182.82,129.12,283.22,82.39,98.58,108.1,234.72,232.32,48.26,106.87,119.93,106.44,138.18,143.26,58.67,176.64,129.68,76.75,46.33,1036.5,139.62,141.04,248.12,80.64,201.98,28.02,210.83,85.91,508.11,155.99,107.76,159.12,98.69,7.5605,1436.22,137.55,158.81,49.21,25.59,111.84,115.69,103.88,153.06,42.32
20180411,245.15,125.18,186.13,177.39,166.6,150.4,213.81,334.06,165.5,119.68,26.45,1007.0,143.78,9.1728,94.0358,89.01,104.27,163.77,97.3,148.81,192.91,179.32,39.63,412.12,55.73,149.43,42.96,173.85,193.45,109.92,303.67,131.22,154.18,57.05,140.19,119.31,190.39,131.34,115.88,138.8,5.0695,225.81,267.34,150.92,255.81,119.3,337.04,157.14,69.86,183.62,114.89,186.51,173.18,75.91,26.59,114.56,101.53,1019.97,114.85,155.5,103.73,144.66,255.05,101.77,123.53,98.12,303.33,273.92,68.76,216.02,45.64,104.95,143.76,218.82,104.58,32.37,211.77,162.79,220.52,217.34,92.03,142.15,149.0,76.14,324.42,138.11,215.93,151.65,154.96,39.24,126.77,43.82,148.38,131.13,109.97,28.13,22.61,50.14,224.87,126.33,14.7213,163.91,178.03,53.12,101.62,168.01,268.98,115.83,83.66,133.41,141.75,89.4,118.27,106.06,133.38,167.25,167.66,29.14,106.28,169.23,382.61,233.93,150.22,56.57,170.84,28.6,394.24,200.41,40.31,269.69,75.18,175.6,139.0,166.97,135.84,150.58,229.6,182.59,128.86,278.72,82.3,97.49,108.42,232.67,232.32,47.45,106.96,119.14,105.47,138.37,143.27,58.42,180.07,129.41,75.94,46.79,1025.06,145.91,140.2,247.85,81.18,199.64,28.62,211.1,83.61,499.88,156.54,108.65,159.84,98.79,7.7379,1427.05,136.83,157.89,49.2,24.0,110.63,116.1,103.86,152.02,42.9
20180412,251.59,125.79,188.81,179.51,168.59,150.94,214.95,335.39,165.98,118.05,26.91,932.0,151.97,9.2817,92.1958,90.31,105.89,162.45,91.3,149.91,197.87,182.23,38.98,415.05,54.69,150.24,43.98,177.13,195.74,109.62,309.25,132.06,152.3,57.06,141.03,119.95,191.95,132.4,115.64,139.62,5.048,224.97,271.67,152.35,257.99,112.42,342.29,156.35,67.53,185.36,115.7,184.29,174.05,77.65,26.55,118.64,101.3,1032.51,112.84,156.0,103.59,146.31,257.15,101.71,124.3,98.5,306.34,275.22,70.07,218.3,46.64,106.33,144.59,217.62,104.97,31.95,212.3,163.73,220.93,218.65,92.94,143.22,149.72,76.52,327.71,138.83,216.07,152.76,156.33,39.93,127.67,43.88,149.19,131.8,108.69,27.06,23.12,50.08,233.18,125.74,14.407,163.97,178.96,53.57,100.08,170.1,273.54,117.39,84.11,134.5,144.22,91.07,119.29,106.79,135.41,168.57,169.31,28.56,106.28,171.24,380.66,235.89,151.25,54.7,173.43,27.92,386.74,202.44,41.33,272.57,72.49,177.76,139.96,169.15,137.1,153.36,228.7,183.38,130.12,281.96,82.64,98.06,108.25,235.49,236.14,49.11,106.85,121.01,105.17,139.12,144.1,58.87,180.89,129.2,76.78,45.75,1037.29,145.47,140.3,250.47,82.76,199.24,28.84,213.56,86.5,507.2,154.89,107.29,161.05,98.43,7.3929,1448.5,137.89,159.8,49.2,23.84,110.27,115.25,103.71,153.7,41.82
20180413,248.04,125.36,187.42,175.69,166.62,150.61,214.12,334.38,165.44,118.86,26.51,867.0,148.41,9.2916,95.2292,89.44,105.32,162.89,86.3,149.74,195.68,182.44,39.23,414.63,55.38,149.72,43.59,175.82,194.99,109.66,311.65,132.39,153.4,56.87,139.96,119.57,190.68,132.02,115.63,139.73,5.048,232.03,270.4,151.9,257.2,115.17,340.88,157.61,68.42,185.05,115.34,185.2,173.2,76.92,26.55,117.32,101.33,1029.27,113.85,155.23,103.66,146.35,256.39,101.75,124.48,98.56,305.91,276.13,69.12,218.34,47.56,105.58,144.04,217.3,104.13,31.84,213.32,163.08,221.28,220.53,93.28,142.87,149.38,76.25,327.44,138.63,217.6,152.31,156.26,39.31,127.03,43.3,148.51,130.84,108.92,27.35,22.87,50.07,230.1,125.86,14.3775,164.06,178.06,53.42,99.78,169.43,268.45,116.74,83.76,134.14,142.98,90.59,118.83,106.76,135.08,168.43,169.89,28.97,106.29,169.62,379.46,235.23,150.46,56.33,171.71,28.19,386.98,200.52,40.96,271.31,73.58,176.66,139.64,168.44,136.66,153.93,231.29,182.79,129.74,283.99,83.46,98.3,108.4,234.3,238.66,48.38,106.8,120.7,105.17,138.6,146.24,58.71,186.55,129.72,74.83,46.17,1036.04,150.14,139.88,249.94,81.56,193.04,28.39,214.6,85.24,499.36,154.99,107.76,159.17,98.52,7.6886,1430.79,137.58,158.97,49.19,23.55,106.32,115.52,103.62,153.14,42.24
20180416,249.94,126.57,188.31,174.16,169.31,152.21,216.15,337.72,167.0,120.41,26.62,785.0,149.36,9.3015,97.5167,88.76,107.01,162.8,79.75,150.74,195.5,186.71,38.6,418.38,54.01,151.13,44.64,176.13,197.04,109.67,307.78,135.06,155.22,57.06,144.89,120.7,192.27,133.13,115.61,141.17,5.3054,234.31,271.62,153.1,259.34,114.48,342.0,157.11,66.95,187.4,116.25,185.02,175.35,78.01,26.57,120.09,101.35,1037.98,114.44,156.47,103.6,147.61,258.5,101.64,125.56,98.69,312.84,285.98,70.88,224.22,48.64,104.86,145.39,220.34,105.78,32.34,214.87,164.49,227.91,224.64,94.33,144.01,150.82,77.1,330.4,144.31,220.78,153.59,158.62,39.59,128.25,43.61,150.27,132.05,109.41,26.77,23.2,50.06,230.09,125.83,14.24,165.66,179.72,53.83,100.7,170.6,273.75,116.29,85.14,135.26,144.06,91.65,119.74,108.47,135.67,169.74,170.95,28.23,106.29,172.89,381.9,237.14,151.84,55.54,173.67,27.51,390.9,204.97,41.94,273.18,71.71,178.26,140.65,169.65,137.72,157.99,230.78,184.67,129.59,286.29,84.63,99.47,108.3,236.26,244.07,49.45,106.78,121.84,107.1,140.16,148.23,59.18,189.33,131.2,76.23,45.51,1046.1,152.48,144.57,251.92,83.6,195.92,28.74,217.57,87.43,499.44,154.9,107.84,161.19,98.47,7.7182,1441.5,138.78,160.18,49.17,23.83,106.16,115.56,103.63,155.47,41.16
20180417,245.82,127.31,190.56,170.19,170.33,152.83,218.5,340.33,167.46,120.1,26.62,692.0,157.78,9.3509,98.7599,90.98,109.27,166.12,72.55,152.19,203.93,186.32,37.76,435.45,52.24,152.57,46.09,179.47,198.98,109.68,336.06,136.62,156.27,57.44,146.48,121.47,195.12,134.53,115.62,138.66,5.3698,236.54,274.01,155.54,262.12,107.9,345.2,158.03,62.69,189.57,116.82,186.41,177.19,81.33,26.58,126.79,101.38,1074.16,115.49,159.01,103.73,150.36,261.27,101.79,124.4,98.75,310.48,289.0,73.13,232.23,50.2,106.89,146.73,224.59,107.34,32.09,217.18,166.8,227.25,228.42,95.85,145.54,152.18,77.83,333.69,145.4,224.95,155.22,161.22,40.01,130.09,43.89,152.13,131.85,110.17,25.27,23.38,50.09,236.1,126.03,13.9061,167.28,182.87,54.68,100.5,174.14,273.21,117.83,86.33,137.4,146.81,93.5,120.02,109.74,137.47,171.1,173.3,27.32,106.29,178.51,392.25,239.69,153.5,54.8,177.58,26.63,394.99,205.97,43.28,277.86,69.84,180.11,142.9,173.26,139.98,158.75,234.34,186.07,131.09,292.55,85.08,100.73,108.47,238.36,245.99,52.61,106.8,123.05,108.36,141.6,149.02,59.82,191.37,131.55,77.39,43.58,1079.36,152.58,144.54,254.15,86.33,198.68,28.78,219.52,89.87,501.33,155.78,108.67,161.56,98.53,7.6689,1503.83,140.96,163.63,49.19,23.76,107.91,115.88,103.65,157.68,39.91
20180418,246.18,127.81,191.26,170.79,170.75,153.68,218.64,341.48,172.19,119.99,26.5,696.0,152.89,9.5785,106.9651,90.6,109.45,166.34,72.95,152.37,195.71,189.62,37.71,471.03,51.84,153.06,46.19,177.7,200.69,109.12,334.52,137.54,155.93,57.12,146.26,121.79,195.63,134.71,115.36,137.89,5.3483,234.52,276.89,155.75,262.23,111.34,347.78,157.06,62.34,191.08,116.95,185.8,177.78,81.71,26.5,125.87,101.09,1072.08,114.75,159.84,103.64,151.61,261.46,101.72,121.71,98.64,317.46,291.45,73.74,230.13,50.12,106.96,147.28,225.33,108.58,32.09,218.47,167.35,226.9,229.36,96.54,145.71,152.68,78.11,335.61,147.14,226.05,155.42,161.44,41.13,130.52,43.91,152.31,131.01,109.81,25.42,23.31,50.01,234.94,125.33,14.2695,167.35,184.08,54.78,100.43,173.85,274.3,118.02,85.91,137.61,135.76,93.86,120.68,109.85,138.09,171.33,172.91,27.1,106.29,178.7,394.67,239.83,153.91,55.15,178.35,26.56,399.25,207.95,43.35,278.52,70.15,180.94,143.19,172.57,140.23,161.93,233.48,186.61,130.33,294.53,85.41,101.43,108.25,237.96,249.44,52.98,106.69,126.13,108.2,141.95,148.75,59.9,192.62,130.63,77.51,43.38,1075.39,155.92,145.66,256.89,87.02,200.35,30.02,219.48,89.31,497.89,155.07,107.43,160.35,98.14,7.5605,1527.84,141.2,163.96,49.14,23.83,107.1,114.95,103.44,158.57,39.84
20180419,246.34,127.21,190.55,172.89,170.53,153.15,217.27,339.71,169.54,112.83,26.9,714.0,133.15,9.5686,105.0754,89.07,108.17,164.27,74.6,151.05,182.86,187.94,38.14,462.71,52.88,151.94,45.38,170.01,201.09,108.71,332.7,136.19,155.62,56.85,144.12,121.41,193.76,133.98,115.24,146.48,5.284,228.2,277.21,154.52,260.82,125.69,348.09,153.83,63.89,190.07,116.61,181.92,175.99,80.32,26.45,121.57,100.85,1087.7,113.32,159.1,103.44,150.7,260.01,101.7,121.55,98.37,315.55,293.85,72.28,229.51,49.68,105.51,146.34,222.87,109.23,32.29,215.95,166.02,225.13,230.19,95.56,144.9,151.74,77.5,337.74,146.29,223.13,154.55,159.94,41.48,129.16,43.37,150.9,131.13,107.44,26.28,23.17,49.93,227.66,124.73,13.9847,165.12,183.63,54.34,97.43,171.8,288.94,116.42,84.26,136.48,134.76,93.54,120.69,106.41,136.94,169.82,168.01,27.62,106.3,176.94,390.05,238.52,152.84,54.11,176.8,26.99,394.61,206.05,42.65,276.61,70.81,179.05,141.85,170.47,139.04,160.69,228.68,185.69,127.88,291.28,85.41,100.54,108.07,237.18,245.59,51.54,106.54,126.79,109.27,140.88,148.78,59.57,193.63,127.07,77.37,44.2,1089.45,156.53,143.1,258.63,85.28,195.06,29.65,220.44,88.39,499.64,152.88,105.95,153.58,97.87,7.4915,1556.91,140.03,162.45,49.14,23.78,104.9,114.01,103.41,157.7,40.5
20180420,244.2,126.59,189.58,174.13,169.52,152.12,215.86,337.65,169.47,108.78,26.91,746.0,128.37,9.4796,102.589,88.79,106.39,162.97,77.9,150.33,184.32,186.1,38.81,456.27,53.76,150.98,44.24,168.01,199.96,108.27,327.77,136.16,153.94,55.68,143.29,120.96,192.39,132.91,115.02,140.96,5.2767,222.8,279.34,152.84,258.62,130.21,346.05,152.25,66.91,189.23,116.01,180.95,175.1,77.71,26.37,116.14,100.57,1072.96,112.76,157.38,103.38,148.57,257.81,101.57,120.7,98.09,310.94,292.64,71.11,228.83,48.96,104.58,145.56,220.89,108.82,32.03,214.85,164.98,225.03,227.88,94.92,143.7,150.72,77.04,336.41,145.87,221.57,153.29,159.43,41.57,128.33,42.8,150.15,131.37,105.14,27.44,22.9,49.87,227.33,124.13,13.4446,165.2,181.77,53.75,94.31,169.4,277.88,115.64,84.55,134.96,132.21,92.46,119.71,105.66,139.2,168.97,161.13,28.06,106.31,175.68,386.31,236.58,152.02,54.26,174.55,27.72,391.42,203.77,41.54,272.8,72.65,177.62,140.26,167.79,137.53,159.98,227.87,184.54,127.02,290.41,86.63,100.38,107.7,235.29,241.23,49.07,106.43,126.5,107.7,139.95,147.53,59.09,193.12,125.07,75.96,45.55,1077.32,155.45,140.62,256.65,83.94,193.63,29.17,219.76,86.25,499.03,152.16,104.82,153.5,97.55,7.382999999999999,1527.49,138.49,159.88,49.11,23.74,103.48,113.19,103.26,156.95,41.5
20180423,239.07,126.69,188.69,174.56,169.52,152.36,215.46,337.63,170.09,108.7,26.88,731.0,123.2,9.5488,105.87100000000001,87.92,106.32,165.91,76.6,150.71,184.27,186.9,38.81,447.84,53.96,151.0,44.22,165.77,200.17,108.22,318.69,135.59,154.27,55.84,145.33,121.04,191.65,132.86,114.94,141.49,5.3856,219.36,274.34,152.59,258.62,135.51,346.25,152.38,67.57,189.27,116.06,181.08,174.95,77.29,26.34,115.17,100.53,1067.45,112.58,157.74,103.28,149.19,257.77,101.7,120.86,97.79,309.97,293.02,70.77,228.13,49.2,104.41,145.49,221.55,109.72,32.66,215.31,164.72,225.47,228.02,95.37,143.65,150.86,77.01,342.73,146.46,222.67,153.27,159.28,40.98,128.13,43.26,149.94,131.74,105.45,27.71,21.71,49.82,222.53,124.08,13.4446,165.33,181.99,53.67,92.88,168.69,275.64,115.69,84.77,134.85,133.08,92.8,119.33,105.67,137.4,169.58,160.66,28.19,106.31,177.82,381.71,236.48,151.79,54.46,174.37,27.73,392.89,202.28,41.51,272.12,72.76,178.1,140.0,167.09,137.33,160.22,225.9,184.5,127.91,290.78,86.63,100.24,107.67,235.17,242.89,48.68,106.33,127.09,108.3,140.0,147.19,59.06,195.5,124.86,76.77,45.86,1073.81,156.24,141.51,258.02,83.56,193.84,29.34,220.51,86.07,494.68,152.37,104.68,154.84,97.45,7.382999999999999,1517.86,138.33,159.48,49.1,23.68,105.24,113.22,103.18,157.05,41.54
20180424,235.02,126.13,185.76,174.88,167.93,151.74,213.38,335.1,168.75,109.77,26.71,802.0,120.21,9.5389,101.3955,86.32,103.49,163.33,82.35,149.39,178.47,183.1,39.86,436.47,54.94,149.33,42.44,164.43,195.58,107.9,307.02,133.01,155.27,55.5,145.88,121.05,189.75,131.27,114.9,140.32,5.2549,214.6,263.22,149.66,255.2,138.76,332.05,153.23,71.79,186.49,115.33,181.9,173.62,74.01,26.34,109.16,100.39,1019.98,112.47,155.47,103.16,147.27,254.3,101.62,120.25,97.63,301.28,291.64,69.6,228.01,47.96,102.9,144.44,219.58,107.95,32.16,212.15,162.91,223.14,225.92,94.95,141.82,150.61,76.65,321.6,143.61,220.52,151.39,157.25,40.57,126.16,43.17,148.62,127.57,105.53,29.14,21.64,49.77,219.86,123.79,13.1892,164.45,179.38,52.69,94.65,165.51,269.36,114.09,84.1,132.27,132.81,90.63,119.7,102.65,136.1,168.09,158.42,28.66,106.32,176.11,363.36,233.25,150.93,55.54,171.39,28.84,394.77,199.93,39.89,267.57,76.58,176.33,137.35,163.84,134.67,152.93,226.19,183.16,125.4,290.24,86.01,99.15,107.37,231.07,239.7,45.58,106.33,125.88,108.69,139.35,145.8,58.33,194.22,124.22,76.36,47.72,1022.64,150.83,146.82,249.08,82.1,190.27,29.33,211.49,81.66,488.83,150.77,104.11,151.94,97.34,7.2943,1460.09,135.65,156.1,49.12,23.26,106.64,112.7,103.23,156.62,43.21
20180425,231.86,126.3,186.26,175.07,167.63,152.15,213.13,335.22,169.83,111.16,26.69,815.0,119.78,9.5389,104.3295,86.22,103.95,166.07,83.55,149.9,179.28,185.01,39.68,437.96,55.19,149.46,42.73,164.23,193.69,107.56,305.76,134.86,153.5,55.4,148.64,120.92,189.21,131.41,114.84,140.5,5.3348,215.17,265.17,149.89,255.71,139.35,323.4,153.12,71.52,186.88,115.59,181.85,172.91,74.23,26.27,109.17,100.26,1021.18,112.35,156.05,102.82,146.31,254.92,101.56,120.8,97.5,300.35,289.67,69.27,228.67,47.72,102.89,144.42,220.2,109.08,33.04,213.44,162.42,227.5,224.56,94.93,142.04,150.58,76.52,314.92,142.55,234.08,151.59,158.76,40.36,126.01,43.41,148.42,126.93,106.04,29.18,21.81,49.72,215.35,123.33,13.2973,164.01,180.16,52.75,96.45,165.24,267.14,114.01,83.47,132.42,133.16,89.84,121.22,104.7,135.95,168.73,159.11,28.84,106.32,173.94,366.95,233.85,150.7,55.84,170.24,28.66,395.42,198.69,40.12,267.51,76.08,176.63,137.64,163.77,134.83,153.69,225.26,183.29,125.9,293.64,86.7,99.54,107.21,231.66,241.01,45.76,106.29,125.86,106.39,138.94,145.53,58.42,197.03,124.48,76.92,47.64,1022.99,153.7,146.37,245.88,81.54,193.16,29.25,206.55,82.15,487.42,149.44,103.1,152.15,97.12,7.59,1460.17,135.82,156.29,49.13,23.48,107.53,111.95,103.15,157.79,42.94
20180426,232.7,126.38,186.92,175.02,169.29,152.52,214.12,336.5,177.81,110.91,26.7,743.0,127.1,9.6775,107.8602,87.7,106.0,166.59,77.45,151.77,182.87,183.58,38.87,446.19,54.4,150.49,44.03,167.59,193.58,107.88,313.98,136.59,156.26,57.01,150.85,121.21,190.47,132.66,114.98,141.92,5.3203,216.51,263.57,152.33,258.34,130.6,324.7,152.92,67.18,189.42,116.06,187.58,174.0,77.23,26.31,115.08,100.43,1040.04,114.49,158.4,103.02,148.46,257.52,101.59,121.99,97.82,298.15,290.17,70.18,230.75,49.0,104.92,145.06,222.0,113.53,32.14,212.81,163.87,229.51,227.89,99.44,143.52,150.71,76.77,315.78,143.54,232.28,153.05,159.45,38.1,127.1,44.05,149.19,127.63,107.65,27.59,21.9,49.79,223.86,123.85,13.8963,164.73,182.38,53.56,96.81,168.6,266.79,115.84,85.63,134.57,133.87,91.73,114.25,104.52,135.71,170.87,159.67,28.43,106.33,182.63,365.52,236.26,151.39,54.85,174.03,27.76,401.08,198.55,41.32,271.69,73.78,178.98,140.02,167.19,137.06,153.55,226.34,183.98,123.8,292.49,88.35,100.82,107.49,233.99,241.04,48.6,106.33,116.48,104.34,139.43,146.11,58.99,198.84,125.1,79.01,45.63,1043.31,154.22,146.72,244.91,82.81,192.79,29.73,204.02,84.57,497.41,152.28,104.0,155.45,97.4,7.59,1517.96,138.03,159.58,49.14,23.62,112.88,112.73,103.2,156.88,41.66
20180427,232.41,126.4,183.8,176.97,169.7,152.39,213.8,335.97,178.52,112.97,26.74,719.0,124.29,9.6181,104.4787,88.28,106.24,168.57,75.1,152.37,179.85,185.92,38.82,447.03,54.64,150.74,44.11,166.42,190.79,108.12,311.76,137.32,156.98,56.03,154.93,121.1,190.12,132.75,115.08,141.33,5.2985,218.73,265.62,152.44,258.57,133.45,312.93,155.53,66.99,189.67,116.1,190.05,173.28,77.36,26.36,114.26,100.55,1030.05,116.27,158.83,103.13,148.55,257.76,101.55,122.24,97.77,263.33,286.05,69.87,233.81,49.4,105.23,144.87,227.33,115.33,30.68,211.82,163.51,230.65,229.23,101.51,143.63,150.49,76.51,307.78,144.06,234.38,153.11,158.23,37.66,127.44,44.49,148.43,127.86,110.04,27.74,22.09,49.81,224.96,124.28,13.6508,158.48,182.96,53.61,98.53,167.88,273.51,116.53,84.25,134.67,133.65,93.25,113.57,104.79,135.83,171.84,157.82,28.53,106.35,184.02,369.33,236.51,151.18,54.56,173.63,27.69,405.97,199.06,41.42,271.39,73.89,179.96,140.02,166.62,137.2,152.44,229.58,183.68,121.79,293.14,89.86,100.68,107.83,233.82,244.36,48.71,106.42,118.18,112.9,139.14,146.89,59.0,197.42,125.73,80.25,45.63,1031.45,153.69,148.51,239.33,82.44,193.25,29.83,197.15,84.41,499.25,151.71,105.4,156.92,97.57,7.5999,1572.62,138.19,159.68,49.18,24.17,116.03,113.6,103.26,158.67,41.5
